"y"	"x"
"1"	44.8736045636386	11.4465769077651
"2"	285.871060251784	18.9971269620582
"3"	185.107571757287	13.7911477335729
"4"	22.4058448904225	10.5195666546933
"5"	62.9231703502215	18.0683671752922
"6"	223.059418245659	17.6456540310755
"7"	35.1778871803319	11.6040826751851
"8"	44.950614119117	12.5141750392504
"9"	62.2349159506118	17.9774599149823
"10"	40.2686965358743	10.798415702302
"11"	313.243180357968	16.8205861304887
"12"	37.8039793440673	10.1181224896573
"13"	38.377276184711	12.5357674877159
"14"	249.85672033201	17.8494633617811
"15"	159.356657400834	14.7946942946874
"16"	80.8785781022324	19.4774656509981
"17"	642.617266632934	19.2814454925247
"18"	305.273433999526	16.5976992389187
"19"	20.2483501628985	12.3578431364149
"20"	11.066196889283	10.0192883936688
"21"	40.5039180112339	17.9454046091996
"22"	101.76208495075	15.0976333348081
"23"	550.996570061692	19.095469401218
"24"	13.8503224783768	15.9078738815151
"25"	695.90839279582	19.6266844775528
"26"	422.109203752683	17.5424280646257
"27"	23.0056463263332	11.3234667666256
"28"	36.4546571426216	10.528870576527
"29"	54.8950662434662	12.2500008065253
"30"	220.065007627326	14.7120723500848
"31"	20.618607706271	11.4072312484495
"32"	20.3564257959611	16.2426771223545
"33"	202.821674316797	17.1232487051748
"34"	20.3014840906674	10.1603904878721
"35"	48.0651872187174	14.5464355824515
"36"	113.2981188747	14.697743835859
"37"	113.899625546618	13.6151622538455
"38"	59.7925957681991	16.9654104369693
"39"	219.692468059733	16.7045868118294
"40"	70.0663573654234	16.4923001034185
"41"	87.6744690960373	14.9286079546437
"42"	309.016697283569	18.9984083059244
"43"	109.151283658896	16.0050814854912
"44"	31.13751044571	10.4263136093505
"45"	91.1129761238785	14.2114223726094
"46"	105.493102399034	13.6244881246239
"47"	375.793933221864	19.6044645737857
"48"	64.3041320676882	12.3872349178419
"49"	7.46912678177295	10.344441307243
"50"	49.4050452418279	11.0267410590313
"51"	51.4824095669857	15.5917938798666
"52"	85.7113471597783	15.6029639206827
"53"	24.9387292951926	12.9989802767523
"54"	242.241299680947	17.5340551743284
"55"	40.7579896409124	15.7129505299963
"56"	36.8727608046501	13.2089866674505
"57"	65.0520800539444	12.1402142336592
"58"	179.217068971716	14.9145244737156
"59"	12.6733485436257	10.4056937992573
"60"	52.9994336499773	12.7007556636818
"61"	136.082071264552	16.1926942481659
"62"	94.1486738609266	16.5176107501611
"63"	126.28211503959	14.5145573909394
"64"	124.247062481642	17.8246826352552
"65"	157.787017219806	14.4023163476959
"66"	43.5033102600698	17.5004310091026
"67"	78.2816509579819	18.3517893194221
"68"	17.4396844157907	12.2604868235067
"69"	93.7455709406232	16.1054237163626
"70"	70.3569265512233	13.9753122651018
"71"	86.2099852453217	16.0780907305889
"72"	91.9774270722623	14.5255851815455
"73"	33.1922716979883	10.1929175015539
"74"	7.62047434712463	11.021076629404
"75"	237.262584792789	19.6055667870678
"76"	36.9102145039933	11.3181441812776
"77"	60.3874082212278	10.9054809901863
"78"	29.529982432828	15.8415779680945
"79"	754.745090651212	18.4080600738525
"80"	77.2842980728583	18.3000193769112
"81"	24.1171467663853	12.2717119148001
"82"	45.0199204770742	11.3017894234508
"83"	9.93560272213554	13.3750906982459
"84"	83.532704054943	16.2142314109951
"85"	172.089280836685	19.5407923310995
"86"	199.195664910266	18.3860520506278
"87"	61.2560887756629	13.0965832062066
"88"	42.879709560183	10.526718578767
"89"	34.627563709741	13.9975715707988
"90"	44.9112854847315	13.8603231380694
"91"	51.1897868556162	18.4194600302726
"92"	78.3895295858506	14.4649345893413
"93"	1400.69598337447	18.9650681312196
"94"	15.7507845829469	13.1399664003402
"95"	21.4272784799488	11.5570577140898
"96"	41.0628242940004	10.5771258473396
"97"	462.727044232394	19.5882125641219
"98"	19.0310397292445	10.346758805681
"99"	22.3807362545795	10.0176205532625
"100"	8.43721365871044	11.343046205584
